Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200629-14-972,20200629-14-972,B_longirostris_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_date,20200629,20200629-14-972,B_longirostris_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_site,14-972,20200629-14-972,D_mendotae_w_eggs,14,118,135,103,120,149,138,153,125,127,140,110,121,106,111,,,,,,
Sample_time,,20200629-14-972,D_mendotae_wo_eggs,96,55,51,48,59,95,47,42,102,36,108,39,98,42,35,40,45,63,40,126,33
Project,LEPAS,20200629-14-972,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200629-14-972,D_retrocurva_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200629-14-972,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20210120,20200629-14-972,Diaphanosoma_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200629-14-972,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200629-14-972,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,14,20200629-14-972,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,1500,20200629-14-972,L_kindti_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_1,81641,20200629-14-972,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,81895,20200629-14-972,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,254,20200629-14-972,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,7.2,20200629-14-972,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,23.1,20200629-14-972,B_longirostris_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_temp,20.5,20200629-14-972,D_mendotae_eggs,82,3,7,3,6,17,7,2,9,4,9,5,4,4,2,,,,,,
Ave_temp,21.8,20200629-14-972,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,3,20200629-14-972,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,8.58,20200629-14-972,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,5.65,20200629-14-972,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200629-14-972,Loose_Bosmina_eggs,,,,,,,,,,,,,,,,,,,,,
Longitude,,20200629-14-972,Loose_Cladoceran_eggs,,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200629-14-972,Loose_Daphnia_eggs,24,,,,,,,,,,,,,,,,,,,,
Comments,"A lot of filamentos diatoms and ceratium, bythotrephes present",20200629-14-972,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-14-972,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-14-972,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-14-972,A_vernalis_wo_eggs,1,36,,,,,,,,,,,,,,,,,,,
,,20200629-14-972,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-14-972,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-14-972,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200629-14-972,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-14-972,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-14-972,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
