Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200908-14-972,20200908-14-972,B_longirostris_w_eggs,2,18,18,,,,,,,,,,,,,,,,,,
Sample_date,20200908,20200908-14-972,B_longirostris_wo_eggs,17,11,15,12,12,16,17,16,16,12,15,13,15,14,15,15,13,14,,,
Sample_site,14-972,20200908-14-972,D_mendotae_w_eggs,1,91,,,,,,,,,,,,,,,,,,,
Sample_time,,20200908-14-972,D_mendotae_wo_eggs,3,74,46,30,,,,,,,,,,,,,,,,,
Project,LEPAS,20200908-14-972,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200908-14-972,D_retrocurva_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200908-14-972,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20210121,20200908-14-972,Diaphanosoma_wo_eggs,5,37,42,47,27,19,,,,,,,,,,,,,,,
Microscope_number,117546,20200908-14-972,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200908-14-972,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,8,20200908-14-972,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,1500,20200908-14-972,L_kindti_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_1,98197,20200908-14-972,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,98453,20200908-14-972,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,256,20200908-14-972,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,6.8,20200908-14-972,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,21.7,20200908-14-972,B_longirostris_eggs,3,1,2,,,,,,,,,,,,,,,,,,
Bottom_temp,21.8,20200908-14-972,D_mendotae_eggs,6,6,,,,,,,,,,,,,,,,,,,
Ave_temp,21.75,20200908-14-972,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,1.8,20200908-14-972,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,8.6,20200908-14-972,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,7.62,20200908-14-972,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
