Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200908-8-994,20200908-8-994,B_longirostris_w_eggs,1,19,,,,,,,,,,,,,,,,,,,
Sample_date,20200908,20200908-8-994,B_longirostris_wo_eggs,6,10,13,16,12,12,12,,,,,,,,,,,,,,
Sample_site,8-994,20200908-8-994,D_mendotae_w_eggs,2,81,76,,,,,,,,,,,,,,,,,,
Sample_time,,20200908-8-994,D_mendotae_wo_eggs,2,54,41,,,,,,,,,,,,,,,,,,
Project,LEPAS,20200908-8-994,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200908-8-994,D_retrocurva_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200908-8-994,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20210201,20200908-8-994,Diaphanosoma_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200908-8-994,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200908-8-994,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,6,20200908-8-994,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,1500,20200908-8-994,L_kindti_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_1,97729,20200908-8-994,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,98201,20200908-8-994,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,472,20200908-8-994,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,13.2,20200908-8-994,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,22.1,20200908-8-994,B_longirostris_eggs,2,2,,,,,,,,,,,,,,,,,,,
Bottom_temp,22,20200908-8-994,D_mendotae_eggs,4,2,2,,,,,,,,,,,,,,,,,,
Ave_temp,22.05,20200908-8-994,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,2.1,20200908-8-994,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,8.15,20200908-8-994,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,7.41,20200908-8-994,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200908-8-994,Loose_Bosmina_eggs,,,,,,,,,,,,,,,,,,,,,
Longitude,,20200908-8-994,Loose_Cladoceran_eggs,,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200908-8-994,Loose_Daphnia_eggs,,,,,,,,,,,,,,,,,,,,,
Comments,Bythotrephes presnet.  Lots of microcystis,20200908-8-994,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,D_thomasi_wo_eggs,1,50,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,E_lacustris,1,35,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_minutus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_siciloides_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_siciloides_wo_eggs,2,53,49,,,,,,,,,,,,,,,,,,
,,20200908-8-994,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,M_edax_wo_eggs,6,37,45,40,40,38,35,,,,,,,,,,,,,,
,,20200908-8-994,S_oregonensis_w_eggs,6,60,63,55,58,62,60,,,,,,,,,,,,,,
,,20200908-8-994,S_oregonensis_wo_eggs,108,65,55,52,51,52,50,58,60,52,51,52,56,56,57,53,55,56,54,59,61
,,20200908-8-994,Diaptomidae_immature,221,23,52,25,34,35,25,28,26,40,41,49,48,45,42,46,36,16,23,40,47
,,20200908-8-994,Temoridae_immature,5,24,23,27,35,21,,,,,,,,,,,,,,,
,,20200908-8-994,Cyclopidae_immature,119,20,30,22,25,14,32,31,25,21,20,29,21,20,21,22,21,21,31,21,24
,,20200908-8-994,Calanoid_nauplii,888,7,12,8,10,10,9,15,13,8,9,15,14,8,8,8,12,8,8,9,9
,,20200908-8-994,Cyclopoid_nauplii,70,10,9.5,7,7,8,8,8,8,7,5,8,8,7,8,7,7,7,9,6,7
,,20200908-8-994,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,T_prasinus_mexicanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,S_reighardi_wo_eggs,3,45,46,46,,,,,,,,,,,,,,,,,
,,20200908-8-994,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,D_thomasi_eggs,2,2,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,E_carolleeae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,L_siciloides_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,M_edax_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,S_oregonensis_eggs,49,8,12,8,9,8,4,,,,,,,,,,,,,,
,,20200908-8-994,Loose_Copepod_eggs,168,1,1,8,1,1,9,1,1,11,1,12,1,1,8,1,5,8,1,1,1
,,20200908-8-994,T_prasinus_mexicanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,S_reighardi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,S_pallidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Asplanchna,10,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Brachionus,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Dreissena_veligers,238,8,8,10,9,8,12,8,9,8,8,9,6,10,9,10,8,11,7,8,10
,,20200908-8-994,Kellicottia,29,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Keratella,2678,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Ploesoma_sp,48,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Polyarthra,484,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Unidentified_Rotifers,1746,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Canthocamptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Canthocamptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Canthocamptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Canthocamptus_nauplii,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Harpacticoid_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,A_harpae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,A_harpae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,A_harpae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Alona_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Alona_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Alona_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Alonella_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Alonella_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Alonella_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,B_deitersi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,B_deitersi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,B_deitersi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,B_longimanus_eggs,4,2,2,,,,,,,,,,,,,,,,,,
,,20200908-8-994,B_longimanus_w_eggs,2,115,126,,,,,,,,,,,,,,,,,,
,,20200908-8-994,B_longimanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,C_pengoi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,C_pengoi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,C_pengoi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Camptocercus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Camptocercus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Camptocercus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Ceriodaphnia_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Ceriodaphnia_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Ceriodaphnia_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Chydorids_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Chydorids_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,Chydorids_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,D_ambigua_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,D_ambigua_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,D_ambigua_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,D_laevis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-8-994,D_laevis_w_eggs,,,,,,,,,,,,,,,,,,,,,
