Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200825-14-972,20200825-14-972,B_longirostris_w_eggs,3,21,19,18,,,,,,,,,,,,,,,,,
Sample_date,20200825,20200825-14-972,B_longirostris_wo_eggs,16,12,11,16,14,15,17,13,13,14,14,13,12,11,15,13,15,,,,
Sample_site,14-972,20200825-14-972,D_mendotae_w_eggs,1,88,,,,,,,,,,,,,,,,,,,
Sample_time,,20200825-14-972,D_mendotae_wo_eggs,2,40,33,,,,,,,,,,,,,,,,,,
Project,LEPAS,20200825-14-972,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200825-14-972,D_retrocurva_wo_eggs,1,32,,,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200825-14-972,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20201228,20200825-14-972,Diaphanosoma_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200825-14-972,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200825-14-972,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,6,20200825-14-972,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,2000,20200825-14-972,L_kindti_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_1,95055,20200825-14-972,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,95538,20200825-14-972,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,483,20200825-14-972,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,6.8,20200825-14-972,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,24.2,20200825-14-972,B_longirostris_eggs,12,5,5,2,,,,,,,,,,,,,,,,,
Bottom_temp,24,20200825-14-972,D_mendotae_eggs,5,5,,,,,,,,,,,,,,,,,,,
Ave_temp,24.1,20200825-14-972,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,2.1,20200825-14-972,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,7.62,20200825-14-972,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,5.59,20200825-14-972,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200825-14-972,Loose_Bosmina_eggs,3,,,,,,,,,,,,,,,,,,,,
Longitude,,20200825-14-972,Loose_Cladoceran_eggs,,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200825-14-972,Loose_Daphnia_eggs,,,,,,,,,,,,,,,,,,,,,
Comments,"Lots of algae, some junk",20200825-14-972,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,E_lacustris,1,71,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_minutus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_siciloides_w_eggs,1,55,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_siciloides_wo_eggs,8,55,54,55,47,54,51,49,52,,,,,,,,,,,,
,,20200825-14-972,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,M_edax_wo_eggs,7,39,37,36,38,40,40,36,,,,,,,,,,,,,
,,20200825-14-972,S_oregonensis_w_eggs,1,62,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,S_oregonensis_wo_eggs,29,56,56,61,55,55,56,54,62,65,55,56,60,56,58,60,60,57,55,55,54
,,20200825-14-972,Diaptomidae_immature,145,43,38,25,29,25,28,29,33,42,48,23,28,42,42,27,28,28,36,41,34
,,20200825-14-972,Temoridae_immature,3,38,32,28,,,,,,,,,,,,,,,,,
,,20200825-14-972,Cyclopidae_immature,76,18,22,29,35,23,22,21,23,21,30,32,24,23,21,23,25,25,22,28,24
,,20200825-14-972,Calanoid_nauplii,358,8,8,10,16,8,7,7,8,10,12,7,10,7,7,11,9,8,12,9,8
,,20200825-14-972,Cyclopoid_nauplii,5,6,10,8,10,7,,,,,,,,,,,,,,,
,,20200825-14-972,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,T_prasinus_mexicanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,S_reighardi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,D_thomasi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,E_carolleeae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,L_siciloides_eggs,10,10,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,M_edax_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,S_oregonensis_eggs,16,16,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Loose_Copepod_eggs,167,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,T_prasinus_mexicanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,S_reighardi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,S_pallidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Asplanchna,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Brachionus,8,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Dreissena_veligers,262,11,9,9,7,9,9,8,9,8,12,8,7,9,7,9,8,9,8,7,10
,,20200825-14-972,Kellicottia,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Keratella,100,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Ploesoma_sp,1,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Polyarthra,960,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Unidentified_Rotifers,424,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Canthocamptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Canthocamptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Canthocamptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Canthocamptus_nauplii,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Harpacticoid_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,A_harpae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,A_harpae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,A_harpae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Alona_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Alona_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Alona_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Alonella_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Alonella_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,Alonella_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,B_deitersi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,B_deitersi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,B_deitersi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,B_longimanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,B_longimanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,B_longimanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-14-972,C_pengoi_eggs,,,,,,,,,,,,,,,,,,,,,
