Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200825-29-905,20200825-29-905,B_longirostris_w_eggs,27,16,20,20,16,17,19,20,20,20,18,17,18,16,19,16,17,22,19,18,20
Sample_date,20200825,20200825-29-905,B_longirostris_wo_eggs,82,12,12,12,11,12,11,12,11,13,14,15,15,14,15,11,11,12,12,12,12
Sample_site,29-905,20200825-29-905,D_mendotae_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_time,,20200825-29-905,D_mendotae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Project,LEPAS,20200825-29-905,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200825-29-905,D_retrocurva_wo_eggs,3,47,27,36,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200825-29-905,Diaphanosoma_w_eggs,3,40,49,48,,,,,,,,,,,,,,,,,
Date_counted,20210222,20200825-29-905,Diaphanosoma_wo_eggs,32,28,28,22,23,22,31,24,38,23,22,30,22,20,26,18,47,31,22,38,31
Microscope_number,117546,20200825-29-905,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200825-29-905,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,18,20200825-29-905,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,1200,20200825-29-905,L_kindti_wo_eggs,12,140,90,85,155,248,297,90,85,221,140,88,97,,,,,,,,
Meter_1,96216,20200825-29-905,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,96694,20200825-29-905,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,478,20200825-29-905,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,9.6,20200825-29-905,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,24.9,20200825-29-905,B_longirostris_eggs,77,2,3,3,2,3,4,1,5,4,2,3,2,2,2,2,2,5,2,2,5
Bottom_temp,23.6,20200825-29-905,D_mendotae_eggs,,,,,,,,,,,,,,,,,,,,,
Ave_temp,24.25,20200825-29-905,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,3,20200825-29-905,Diaphanosoma_eggs,10,2,4,4,,,,,,,,,,,,,,,,,
Surface_DO,9.21,20200825-29-905,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,5.74,20200825-29-905,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200825-29-905,Loose_Bosmina_eggs,2,,,,,,,,,,,,,,,,,,,,
Longitude,,20200825-29-905,Loose_Cladoceran_eggs,6,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200825-29-905,Loose_Daphnia_eggs,,,,,,,,,,,,,,,,,,,,,
Comments,Lots of microcystis,20200825-29-905,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-29-905,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-29-905,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-29-905,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-29-905,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-29-905,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-29-905,E_lacustris,1,64,,,,,,,,,,,,,,,,,,,
,,20200825-29-905,E_carolleeae_w_eggs,1,51,,,,,,,,,,,,,,,,,,,
,,20200825-29-905,E_carolleeae_wo_eggs,1,50,,,,,,,,,,,,,,,,,,,
