Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200604-16-970,20200604-16-970,B_longirostris_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_date,20200604,20200604-16-970,B_longirostris_wo_eggs,20,12,17,20,14,21,18,15,16,15,18,14,21,14,17,13,13,14,18,15,17
Sample_site,16-970,20200604-16-970,D_mendotae_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_time,,20200604-16-970,D_mendotae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Project,LEPAS,20200604-16-970,D_retrocurva_w_eggs,13,80,87,80,76,89,94,75,100,80,84,81,85,85,,,,,,,
Water_body,Western Erie,20200604-16-970,D_retrocurva_wo_eggs,92,46,32,37,49,45,37,69,7,38,32,32,40,55,30,41,32,37,31,47,35
Counter_name,CMD,20200604-16-970,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20201102,20200604-16-970,Diaphanosoma_wo_eggs,1,33,,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200604-16-970,B_coregoni_w_eggs,1,27,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200604-16-970,B_coregoni_wo_eggs,1,21,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,7,20200604-16-970,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,2100,20200604-16-970,L_kindti_wo_eggs,2,210,238,,,,,,,,,,,,,,,,,,
Meter_1,76489,20200604-16-970,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,76834,20200604-16-970,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,345,20200604-16-970,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,9.8,20200604-16-970,D_parvula_wo_eggs,1,46,,,,,,,,,,,,,,,,,,,
Surface_temp,17.4,20200604-16-970,B_longirostris_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_temp,12.3,20200604-16-970,D_mendotae_eggs,,,,,,,,,,,,,,,,,,,,,
Ave_temp,14.85,20200604-16-970,D_retrocurva_eggs,59,4,8,1,2,8,6,1,11,6,5,1,2,4,,,,,,,
Secchi_depth_m,1.8,20200604-16-970,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,9.58,20200604-16-970,B_coregoni_eggs,2,2,,,,,,,,,,,,,,,,,,,
Bottom_DO,8.36,20200604-16-970,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200604-16-970,Loose_Bosmina_eggs,1,,,,,,,,,,,,,,,,,,,,
Longitude,,20200604-16-970,Loose_Cladoceran_eggs,2,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200604-16-970,Loose_Daphnia_eggs,27,,,,,,,,,,,,,,,,,,,,
Comments,,20200604-16-970,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,A_vernalis_wo_eggs,5,54,39,48,39,36,,,,,,,,,,,,,,,
,,20200604-16-970,D_thomasi_w_eggs,1,58,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,D_thomasi_wo_eggs,45,37,22,36,35,40,37,37,48,36,40,37,41,36,38,40,40,35,40,38,35
,,20200604-16-970,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,E_carolleeae_w_eggs,3,66,57,67,,,,,,,,,,,,,,,,,
,,20200604-16-970,E_carolleeae_wo_eggs,29,55,55,45,48,54,55,55,48,55,53,48,56,54,48,50,48,54,53,55,55
,,20200604-16-970,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,L_minutus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,L_siciloides_w_eggs,1,68,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,L_siciloides_wo_eggs,1,60,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,M_edax_w_eggs,1,63,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,M_edax_wo_eggs,3,59,49,41,,,,,,,,,,,,,,,,,
,,20200604-16-970,S_oregonensis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,S_oregonensis_wo_eggs,1,62,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Diaptomidae_immature,11,20,33,51,22,29,38,40,47,21,19,20,,,,,,,,,
,,20200604-16-970,Temoridae_immature,73,35,24,32,28,22,35,20,36,23,36,40,40,21,25,33,21,22,42,35,20
,,20200604-16-970,Cyclopidae_immature,154,30,19,18,19,22,20,17,33,30,30,23,24,30,30,23,29,23,21,20,23
,,20200604-16-970,Calanoid_nauplii,619,12,5,10,5,17,6,12,10,7,12,8,6,8,7,14,11,8,9,5,14
,,20200604-16-970,Cyclopoid_nauplii,168,6,6,9,7,6,8,6,8,9,7,9,7,6,7,8,10,8,6,6,12
,,20200604-16-970,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,T_prasinus_mexicanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,S_reighardi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,D_thomasi_eggs,60,60,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,E_carolleeae_eggs,88,5,18,65,,,,,,,,,,,,,,,,,
,,20200604-16-970,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,L_siciloides_eggs,38,38,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,M_edax_eggs,38,38,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,S_oregonensis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Loose_Copepod_eggs,470,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,T_prasinus_mexicanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,S_reighardi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,S_pallidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Asplanchna,341,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Brachionus,2,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Dreissena_veligers,357,9,6,6,8,5,5,11,11,9,8,10,5,8,7,10,11,8,9,10,10
,,20200604-16-970,Kellicottia,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Keratella,161,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Ploesoma_sp,1,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Polyarthra,181,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Unidentified_Rotifers,649,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Canthocamptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Canthocamptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Canthocamptus_wo_eggs,2,22,20,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Canthocamptus_nauplii,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,Harpacticoid_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-16-970,A_harpae_eggs,,,,,,,,,,,,,,,,,,,,,
