Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200803-8-994,20200803-8-994,B_longirostris_w_eggs,1,17,,,,,,,,,,,,,,,,,,,
Sample_date,20200803,20200803-8-994,B_longirostris_wo_eggs,1,12,,,,,,,,,,,,,,,,,,,
Sample_site,8-994,20200803-8-994,D_mendotae_w_eggs,1,79,,,,,,,,,,,,,,,,,,,
Sample_time,,20200803-8-994,D_mendotae_wo_eggs,4,41,58,78,33,,,,,,,,,,,,,,,,
Project,LEPAS,20200803-8-994,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200803-8-994,D_retrocurva_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200803-8-994,Diaphanosoma_w_eggs,1,42,,,,,,,,,,,,,,,,,,,
Date_counted,20201118,20200803-8-994,Diaphanosoma_wo_eggs,12,31,36,20,22,35,36,18,25,35,20,34,17,,,,,,,,
Microscope_number,117546,20200803-8-994,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200803-8-994,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,6,20200803-8-994,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,2000,20200803-8-994,L_kindti_wo_eggs,23,90,88,90,178,98,88,104,122,240,100,220,150,155,70,78,85,78,72,93,82
Meter_1,87189,20200803-8-994,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,87773,20200803-8-994,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,584,20200803-8-994,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,13.2,20200803-8-994,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
