Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200618-8-994,20200618-8-994,B_longirostris_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_date,20200618,20200618-8-994,B_longirostris_wo_eggs,15,14,15,17,15,14,16,15,15,16,19,16,20,16,16,18,,,,,
Sample_site,8-994,20200618-8-994,D_mendotae_w_eggs,7,112,98,107,100,119,111,110,,,,,,,,,,,,,
Sample_time,,20200618-8-994,D_mendotae_wo_eggs,91,72,80,74,45,48,42,57,60,63,55,79,76,40,72,55,91,79,52,66,40
Project,LEPAS,20200618-8-994,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200618-8-994,D_retrocurva_wo_eggs,49,97,68,106,38,48,40,40,42,46,45,45,45,53,42,104,34,44,76,47,102
Counter_name,CMD,20200618-8-994,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20201109,20200618-8-994,Diaphanosoma_wo_eggs,4,48,32,42,35,,,,,,,,,,,,,,,,
Microscope_number,117546,20200618-8-994,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200618-8-994,B_coregoni_wo_eggs,97,31,30,22,20,21,20,24,22,19,19,20,19,24,17,18,19,23,20,15,27
Subsampled_vol_mL,8,20200618-8-994,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,2500,20200618-8-994,L_kindti_wo_eggs,1,355,,,,,,,,,,,,,,,,,,,
Meter_1,78528,20200618-8-994,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,78940,20200618-8-994,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,412,20200618-8-994,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,13.5,20200618-8-994,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,18.8,20200618-8-994,B_longirostris_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_temp,17.6,20200618-8-994,D_mendotae_eggs,14,1,1,2,2,1,4,3,,,,,,,,,,,,,
Ave_temp,18.2,20200618-8-994,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,2.1,20200618-8-994,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,9.63,20200618-8-994,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,8.14,20200618-8-994,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200618-8-994,Loose_Bosmina_eggs,,,,,,,,,,,,,,,,,,,,,
Longitude,,20200618-8-994,Loose_Cladoceran_eggs,,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200618-8-994,Loose_Daphnia_eggs,2,,,,,,,,,,,,,,,,,,,,
Comments,,20200618-8-994,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,A_vernalis_wo_eggs,9,35,48,35,34,50,36,43,51,63,,,,,,,,,,,
,,20200618-8-994,D_thomasi_w_eggs,1,51,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,D_thomasi_wo_eggs,25,37,40,35,39,35,33,34,35,36,48,34,52,35,35,48,48,51,35,40,36
,,20200618-8-994,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,L_ashlandi_wo_eggs,3,51,52,48,,,,,,,,,,,,,,,,,
,,20200618-8-994,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,L_minutus_wo_eggs,1,43,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,L_siciloides_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,L_siciloides_wo_eggs,3,52,62,49,,,,,,,,,,,,,,,,,
,,20200618-8-994,M_edax_w_eggs,1,57,,,,,,,,,,,,,,,,,,,
,,20200618-8-994,M_edax_wo_eggs,18,40,41,58,49,60,56,38,58,39,39,17,38,60,61,39,49,50,49,,
