Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200629-36-873,20200629-36-873,B_longirostris_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_date,20200629,20200629-36-873,B_longirostris_wo_eggs,18,14,12,12,15,11,12,12,12,12,12,14,11,12,11,15,12,20,13,,
Sample_site,36-873,20200629-36-873,D_mendotae_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_time,,20200629-36-873,D_mendotae_wo_eggs,18,68,57,45,58,52,44,43,53,41,40,42,60,48,45,58,42,47,38,,
Project,LEPAS,20200629-36-873,D_retrocurva_w_eggs,8,71,87,93,77,76,104,70,75,,,,,,,,,,,,
Water_body,Western Erie,20200629-36-873,D_retrocurva_wo_eggs,265,39,35,37,36,37,45,34,40,34,40,34,80,42,34,30,37,36,40,43,48
Counter_name,CMD,20200629-36-873,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20201207,20200629-36-873,Diaphanosoma_wo_eggs,2,20,20,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200629-36-873,B_coregoni_w_eggs,1,33,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200629-36-873,B_coregoni_wo_eggs,3,17,21,18,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,6,20200629-36-873,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,3000,20200629-36-873,L_kindti_wo_eggs,1,280,,,,,,,,,,,,,,,,,,,
Meter_1,83040,20200629-36-873,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,83366,20200629-36-873,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,326,20200629-36-873,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,7.2,20200629-36-873,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,25,20200629-36-873,B_longirostris_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_temp,22.1,20200629-36-873,D_mendotae_eggs,,,,,,,,,,,,,,,,,,,,,
Ave_temp,23.55,20200629-36-873,D_retrocurva_eggs,18,1,2,2,2,2,7,1,1,,,,,,,,,,,,
Secchi_depth_m,1.8,20200629-36-873,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,10.88,20200629-36-873,B_coregoni_eggs,3,3,,,,,,,,,,,,,,,,,,,
Bottom_DO,6.66,20200629-36-873,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200629-36-873,Loose_Bosmina_eggs,,,,,,,,,,,,,,,,,,,,,
Longitude,,20200629-36-873,Loose_Cladoceran_eggs,2,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200629-36-873,Loose_Daphnia_eggs,2,,,,,,,,,,,,,,,,,,,,
Comments,Lots of algae,20200629-36-873,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-36-873,L_minutus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
