Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200604-8-994,20200604-8-994,B_longirostris_w_eggs,11,25,28,25,25,23,21,25,22,2,19,25,,,,,,,,,
Sample_date,20200604,20200604-8-994,B_longirostris_wo_eggs,71,19,29,18,25,19,15,17,19,25,28,15,14,21,23,29,18,27,20,19,14
Sample_site,8-994,20200604-8-994,D_mendotae_w_eggs,1,90,,,,,,,,,,,,,,,,,,,
Sample_time,,20200604-8-994,D_mendotae_wo_eggs,23,40,76,40,48,36,70,48,39,42,56,42,32,40,35,37,70,50,70,70,50
Project,LEPAS,20200604-8-994,D_retrocurva_w_eggs,1,76,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200604-8-994,D_retrocurva_wo_eggs,42,35,51,40,64,75,33,23,38,42,40,48,38,52,71,78,68,35,55,42,38
Counter_name,CMD,20200604-8-994,Diaphanosoma_w_eggs,1,52,,,,,,,,,,,,,,,,,,,
Date_counted,20201029,20200604-8-994,Diaphanosoma_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200604-8-994,B_coregoni_w_eggs,6,25,24,32,31,28,32,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200604-8-994,B_coregoni_wo_eggs,61,19,19,20,18,27,21,19,21,20,26,35,19,22,18,22,19,18,19,21,18
Subsampled_vol_mL,6,20200604-8-994,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,1400,20200604-8-994,L_kindti_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_1,75652,20200604-8-994,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,76212,20200604-8-994,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,560,20200604-8-994,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,13.4,20200604-8-994,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,16.4,20200604-8-994,B_longirostris_eggs,29,2,5,4,4,4,1,1,2,3,1,2,,,,,,,,,
Bottom_temp,11.1,20200604-8-994,D_mendotae_eggs,3,3,,,,,,,,,,,,,,,,,,,
Ave_temp,13.75,20200604-8-994,D_retrocurva_eggs,4,4,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,4,20200604-8-994,Diaphanosoma_eggs,2,2,,,,,,,,,,,,,,,,,,,
Surface_DO,9.52,20200604-8-994,B_coregoni_eggs,14,1,1,6,3,2,1,,,,,,,,,,,,,,
Bottom_DO,8.64,20200604-8-994,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200604-8-994,Loose_Bosmina_eggs,37,,,,,,,,,,,,,,,,,,,,
Longitude,,20200604-8-994,Loose_Cladoceran_eggs,32,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200604-8-994,Loose_Daphnia_eggs,20,,,,,,,,,,,,,,,,,,,,
Comments,Very brown in color of jars.  Lots of detritus and broken zp.,20200604-8-994,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,A_vernalis_wo_eggs,18,42,41,46,48,41,48,38,41,46,55,57,44,40,52,68,62,40,40,,
,,20200604-8-994,D_thomasi_w_eggs,1,54,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,D_thomasi_wo_eggs,70,37,35,34,58,39,42,45,42,42,40,50,35,37,36,39,38,48,38,58,37
,,20200604-8-994,E_lacustris,1,76,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,E_carolleeae_w_eggs,3,65,59,64,,,,,,,,,,,,,,,,,
,,20200604-8-994,E_carolleeae_wo_eggs,14,46,47,65,60,44,56,57,44,45,51,45,65,48,46,,,,,,
,,20200604-8-994,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,L_minutus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,L_sicilis_wo_eggs,1,60,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,L_siciloides_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,L_siciloides_wo_eggs,3,58,58,62,,,,,,,,,,,,,,,,,
,,20200604-8-994,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,M_edax_wo_eggs,2,44,67,,,,,,,,,,,,,,,,,,
,,20200604-8-994,S_oregonensis_w_eggs,1,61,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,S_oregonensis_wo_eggs,1,54,,,,,,,,,,,,,,,,,,,
,,20200604-8-994,Diaptomidae_immature,17,26,25,36,45,23,31,31,23,38,28,50,25,23,40,19,35,23,,,
,,20200604-8-994,Temoridae_immature,40,21,28,20,22,39,40,22,22,23,42,22,22,33,26,25,20,30,33,20,21
,,20200604-8-994,Cyclopidae_immature,259,20,25,21,21,30,30,21,29,25,20,24,30,28,21,31,20,24,20,31,32
,,20200604-8-994,Calanoid_nauplii,566,10,10,8,9,9,6,10,13,6,14,6,5,10,14,13,13,7,10,10,10
,,20200604-8-994,Cyclopoid_nauplii,216,7,6,6,10,10,7,12,6,5,7,6,7,10,12,9,11,6,8,6,10
,,20200604-8-994,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
