Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200908-16-970,20200908-16-970,B_longirostris_w_eggs,41,19,15.5,19,16,17,15,17,18,16,16,20,17,16,17,15,17,17,18,19,17
Sample_date,20200908,20200908-16-970,B_longirostris_wo_eggs,100,12,14,11,12,11,12,16,11,11,14,11,12,12,11,13,15,12,12,14,12
Sample_site,16-970,20200908-16-970,D_mendotae_w_eggs,2,85,83,,,,,,,,,,,,,,,,,,
Sample_time,,20200908-16-970,D_mendotae_wo_eggs,3,37,32,37,,,,,,,,,,,,,,,,,
Project,LEPAS,20200908-16-970,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200908-16-970,D_retrocurva_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200908-16-970,Diaphanosoma_w_eggs,7,45,56,50,42,44,48,44,,,,,,,,,,,,,
Date_counted,20210126,20200908-16-970,Diaphanosoma_wo_eggs,25,17,22,35,23,25,22,31,26,20,27,34,24,23,45,40,31,34,37,30,38
Microscope_number,117546,20200908-16-970,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200908-16-970,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,11,20200908-16-970,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,2600,20200908-16-970,L_kindti_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_1,98456,20200908-16-970,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,98628,20200908-16-970,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,172,20200908-16-970,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,9.4,20200908-16-970,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,22.1,20200908-16-970,B_longirostris_eggs,100,3,1,3,2,1,1,3,3,1,2,4,1,2,2,1,2,2,3,4,2
Bottom_temp,22.1,20200908-16-970,D_mendotae_eggs,7,3,4,,,,,,,,,,,,,,,,,,
Ave_temp,22.1,20200908-16-970,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,1.5,20200908-16-970,Diaphanosoma_eggs,15,2,3,2,1,4,1,2,,,,,,,,,,,,,
Surface_DO,8.51,20200908-16-970,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,7.94,20200908-16-970,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200908-16-970,Loose_Bosmina_eggs,4,,,,,,,,,,,,,,,,,,,,
Longitude,,20200908-16-970,Loose_Cladoceran_eggs,2,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200908-16-970,Loose_Daphnia_eggs,2,,,,,,,,,,,,,,,,,,,,
Comments,"Lots of filamentous algae, esp. diatoms and microcystis",20200908-16-970,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,L_minutus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,L_siciloides_w_eggs,19,55,49,55,55,50,58,52,53,51,49,54,50,52,47,50,50,54,51,48,
,,20200908-16-970,L_siciloides_wo_eggs,52,47,52,54,48,49,52,47,47,51,54,54,48,53,51,57,45,50,44,50,45
,,20200908-16-970,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,M_edax_wo_eggs,13,36,38,40,48,40,38,39,37,47,40,38,55,38,,,,,,,
,,20200908-16-970,S_oregonensis_w_eggs,1,64,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,S_oregonensis_wo_eggs,14,51,53,48,56,57,49,48,60,63,54,55,58,59,58,,,,,,
,,20200908-16-970,Diaptomidae_immature,90,34,27,38,29,40,25,31,27,16,30,18,18,18,36,23,34,35,22,41,40
,,20200908-16-970,Temoridae_immature,4,23,22,20,18,,,,,,,,,,,,,,,,
,,20200908-16-970,Cyclopidae_immature,28,29,19,19,23,24,19,24,19,20,23,18,20,25,31,18,19,19,19,22,20
,,20200908-16-970,Calanoid_nauplii,444,9,7,7,9,10,9,8,8,7,10,7,10,8,9,12,9,10,8,9,14
,,20200908-16-970,Cyclopoid_nauplii,16,7,8,6,7,7,8,7,10,8,8,7,16,10,6,11,8,7,,,
,,20200908-16-970,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,T_prasinus_mexicanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,S_reighardi_w_eggs,2,54,47,,,,,,,,,,,,,,,,,,
,,20200908-16-970,S_reighardi_wo_eggs,4,47,53,47,48,,,,,,,,,,,,,,,,
,,20200908-16-970,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_thomasi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,E_carolleeae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,L_siciloides_eggs,96,6,4,8,6,3,10,1,5,4,6,6,2,6,3,6,6,6,5,3,
,,20200908-16-970,M_edax_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,S_oregonensis_eggs,7,7,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Loose_Copepod_eggs,66,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,T_prasinus_mexicanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,S_reighardi_eggs,14,10,4,,,,,,,,,,,,,,,,,,
,,20200908-16-970,S_pallidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Asplanchna,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Brachionus,151,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Dreissena_veligers,737,8,5.5,5,6.5,5,6,5,10,7,5,5.5,8,6,6,5,5,5,5,6,10
,,20200908-16-970,Kellicottia,3,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Keratella,418,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Ploesoma_sp,2,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Polyarthra,488,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Unidentified_Rotifers,682,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Canthocamptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Canthocamptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Canthocamptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Canthocamptus_nauplii,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Harpacticoid_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,A_harpae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,A_harpae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,A_harpae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Alona_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Alona_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Alona_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Alonella_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Alonella_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Alonella_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,B_deitersi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,B_deitersi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,B_deitersi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,B_longimanus_eggs,3,3,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,B_longimanus_w_eggs,1,128,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,B_longimanus_wo_eggs,1,90,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,C_pengoi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,C_pengoi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,C_pengoi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Camptocercus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Camptocercus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Camptocercus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Ceriodaphnia_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Ceriodaphnia_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Ceriodaphnia_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Chydorids_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Chydorids_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Chydorids_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_ambigua_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_ambigua_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_ambigua_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_laevis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_laevis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_laevis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_longiremis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_longiremis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_longiremis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_lumholtzi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_lumholtzi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_lumholtzi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_rosea_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_rosea_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_rosea_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_schodleri_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_schodleri_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,D_schodleri_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,E_lamellatus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,E_lamellatus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,E_lamellatus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,H_gibberum_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,H_gibberum_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,H_gibberum_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Ilyocryptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Ilyocryptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Ilyocryptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,K_latissima_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,K_latissima_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,K_latissima_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Leydigia_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Leydigia_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Leydigia_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Macrothrix_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Macrothrix_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Macrothrix_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Moina_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Moina_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Moina_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Pleuroxus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Pleuroxus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Pleuroxus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Rare_Cladoceran_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,S_crystallina_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,S_crystallina_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,S_crystallina_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Scapholeberis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Scapholeberis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Scapholeberis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Simocephalus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Simocephalus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Simocephalus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Unidentified_Cladoceran,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Unidentified_Daphnia,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Argulus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Argulus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,Argulus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,C_scutifer_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,C_scutifer_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,C_scutifer_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,C_strenuus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,C_strenuus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200908-16-970,C_strenuus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
