Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20020908-29-905,20020908-29-905,B_longirostris_w_eggs,22,19,17,17,18,20,20,21,19,16,21,24,17,17,18,18,18,18,15,19,16
Sample_date,20020908,20020908-29-905,B_longirostris_wo_eggs,44,13,14,17,13,13,15,15,14,12,16,12,12,14,13,13,12,15,16,14,15
Sample_site,29-905,20020908-29-905,D_mendotae_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_time,,20020908-29-905,D_mendotae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Project,LEPAS,20020908-29-905,D_retrocurva_w_eggs,12,60,58,52,58,79,80,63,60,60,55,83,56,,,,,,,,
Water_body,Western Erie,20020908-29-905,D_retrocurva_wo_eggs,43,41,44,38,32,24,39,38,28,29,29,28,32,37,30,32,30,38,38,50,48
Counter_name,CMD,20020908-29-905,Diaphanosoma_w_eggs,4,41,49,48,46,,,,,,,,,,,,,,,,
Date_counted,20210302,20020908-29-905,Diaphanosoma_wo_eggs,25,36,27,24,32,24,32,32,27,22,29,22,31,27,35,50,21,26,24,20,40
Microscope_number,117546,20020908-29-905,B_coregoni_w_eggs,23,29,28,25,26,21,22,23,28,23,25,22,26,23,24,28,24,25,27,27,23
mm_per_ocular_unit,0.0185,20020908-29-905,B_coregoni_wo_eggs,130,17,19,19,17,15,24,18,17,19,21,19,20,15,15,15,15,19,17,16,15
Subsampled_vol_mL,9,20020908-29-905,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,400,20020908-29-905,L_kindti_wo_eggs,9,148,235,102,99,153,170,132,124,165,,,,,,,,,,,
Meter_1,99052,20020908-29-905,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,99349,20020908-29-905,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,297,20020908-29-905,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,9.4,20020908-29-905,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,21.1,20020908-29-905,B_longirostris_eggs,52,3,2,2,1,4,4,4,2,2,3,2,2,2,1,2,2,3,1,2,1
Bottom_temp,21.8,20020908-29-905,D_mendotae_eggs,,,,,,,,,,,,,,,,,,,,,
Ave_temp,21.45,20020908-29-905,D_retrocurva_eggs,43,4,2,1,3,8,4,2,2,3,3,8,3,,,,,,,,
Secchi_depth_m,1.2,20020908-29-905,Diaphanosoma_eggs,7,2,2,1,2,,,,,,,,,,,,,,,,
Surface_DO,8.75,20020908-29-905,B_coregoni_eggs,74,5,4,3,3,2,2,2,5,1,2,1,4,2,1,5,2,4,4,5,2
Bottom_DO,8.22,20020908-29-905,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20020908-29-905,Loose_Bosmina_eggs,3,,,,,,,,,,,,,,,,,,,,
Longitude,,20020908-29-905,Loose_Cladoceran_eggs,5,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20020908-29-905,Loose_Daphnia_eggs,2,,,,,,,,,,,,,,,,,,,,
Comments,Lots of microcystis,20020908-29-905,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,E_lacustris,1,78,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,E_carolleeae_wo_eggs,2,48,52,,,,,,,,,,,,,,,,,,
,,20020908-29-905,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,L_minutus_w_eggs,1,44,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,L_minutus_wo_eggs,11,37,40,41,42,42,41,44,38,38,39,44,,,,,,,,,
,,20020908-29-905,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,L_siciloides_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,L_siciloides_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,M_edax_w_eggs,2,42,54,,,,,,,,,,,,,,,,,,
,,20020908-29-905,M_edax_wo_eggs,1,39,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,S_oregonensis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20020908-29-905,S_oregonensis_wo_eggs,1,53,,,,,,,,,,,,,,,,,,,
