Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200812-29-905,20200812-29-905,B_longirostris_w_eggs,40,18,24,20,16,16,19,17,22,21,19,18,19,22,19,19,19,17,21,20,17
Sample_date,20200812,20200812-29-905,B_longirostris_wo_eggs,79,13,13,11,15,12,15,12,12,17,12,13,15,12,11,11,11,15,14,12,11
Sample_site,29-905,20200812-29-905,D_mendotae_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_time,,20200812-29-905,D_mendotae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Project,LEPAS,20200812-29-905,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200812-29-905,D_retrocurva_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200812-29-905,Diaphanosoma_w_eggs,1,47,,,,,,,,,,,,,,,,,,,
Date_counted,20210309,20200812-29-905,Diaphanosoma_wo_eggs,2,15,18,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200812-29-905,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200812-29-905,B_coregoni_wo_eggs,2,17,18,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,12,20200812-29-905,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,2000,20200812-29-905,L_kindti_wo_eggs,4,85,80,73,103,,,,,,,,,,,,,,,,
Meter_1,92701,20200812-29-905,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,93118,20200812-29-905,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,417,20200812-29-905,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,9.5,20200812-29-905,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,24,20200812-29-905,B_longirostris_eggs,125,2,6,3,2,2,4,2,6,6,3,3,2,4,3,2,2,2,3,3,2
Bottom_temp,24.2,20200812-29-905,D_mendotae_eggs,,,,,,,,,,,,,,,,,,,,,
Ave_temp,24.1,20200812-29-905,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,4.3,20200812-29-905,Diaphanosoma_eggs,3,3,,,,,,,,,,,,,,,,,,,
Surface_DO,8.85,20200812-29-905,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,8.09,20200812-29-905,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200812-29-905,Loose_Bosmina_eggs,2,,,,,,,,,,,,,,,,,,,,
Longitude,,20200812-29-905,Loose_Cladoceran_eggs,3,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200812-29-905,Loose_Daphnia_eggs,,,,,,,,,,,,,,,,,,,,,
Comments,lots of algae,20200812-29-905,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,E_carolleeae_wo_eggs,1,49,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_minutus_wo_eggs,3,40,39,41,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_siciloides_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_siciloides_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,M_edax_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,S_oregonensis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,S_oregonensis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,Diaptomidae_immature,2,37,35,,,,,,,,,,,,,,,,,,
,,20200812-29-905,Temoridae_immature,15,32,24,25,23,32,31,27,28,22,18,38,47,24,20,20,,,,,
,,20200812-29-905,Cyclopidae_immature,4,17,17,17,24,,,,,,,,,,,,,,,,
,,20200812-29-905,Calanoid_nauplii,69,9,7,5,5,10,15,15,10,12,10,5,5,13,10,7,10,7,7,8,8
,,20200812-29-905,Cyclopoid_nauplii,5,10,10,10,8,7,,,,,,,,,,,,,,,
,,20200812-29-905,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,T_prasinus_mexicanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,S_reighardi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,D_thomasi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,E_carolleeae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,L_siciloides_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,M_edax_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,S_oregonensis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,Loose_Copepod_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,T_prasinus_mexicanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,S_reighardi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,S_pallidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,Asplanchna,201,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,Brachionus,18,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,Dreissena_veligers,2612,7,9,7,10,6,6,10,8,6,10,6,6,8,7,13,11,8,6,7,8
,,20200812-29-905,Kellicottia,,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,Keratella,14,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,Ploesoma_sp,4,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,Polyarthra,952,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,Unidentified_Rotifers,1848,,,,,,,,,,,,,,,,,,,,
,,20200812-29-905,Canthocamptus_eggs,,,,,,,,,,,,,,,,,,,,,
