Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200629-29-905,20200629-29-905,B_longirostris_w_eggs,67,24,16,23,22,21,24,20,17,19,20,18,16,17,22,16,19,16,18,20,16
Sample_date,20200629,20200629-29-905,B_longirostris_wo_eggs,125,12,16,13,17,13,16,15,14,18,13,15,14,15,15,11,13,12,16,12,21
Sample_site,29-905,20200629-29-905,D_mendotae_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_time,,20200629-29-905,D_mendotae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Project,LEPAS,20200629-29-905,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200629-29-905,D_retrocurva_wo_eggs,22,49,36,50,76,60,39,45,64,97,79,64,63,53,62,54,50,37,51,57,35
Counter_name,CMD,20200629-29-905,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20201023,20200629-29-905,Diaphanosoma_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200629-29-905,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200629-29-905,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,6,20200629-29-905,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,400,20200629-29-905,L_kindti_wo_eggs,4,62,112,113,93,,,,,,,,,,,,,,,,
Meter_1,82674,20200629-29-905,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,83034,20200629-29-905,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,360,20200629-29-905,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,9.6,20200629-29-905,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,23.9,20200629-29-905,B_longirostris_eggs,155,4,1,2,3,2,4,4,1,1,1,2,2,2,5,2,3,1,2,1,2
Bottom_temp,19.5,20200629-29-905,D_mendotae_eggs,,,,,,,,,,,,,,,,,,,,,
Ave_temp,21.7,20200629-29-905,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,2.7,20200629-29-905,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,9.45,20200629-29-905,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,9.08,20200629-29-905,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200629-29-905,Loose_Bosmina_eggs,1,,,,,,,,,,,,,,,,,,,,
Longitude,,20200629-29-905,Loose_Cladoceran_eggs,4,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200629-29-905,Loose_Daphnia_eggs,1,,,,,,,,,,,,,,,,,,,,
Comments,"Lots of leptodora, lots of dinobryon",20200629-29-905,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,D_thomasi_wo_eggs,1,35,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,L_ashlandi_wo_eggs,1,46,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,L_minutus_wo_eggs,7,40,38,43,44,41,42,44,,,,,,,,,,,,,
,,20200629-29-905,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,L_siciloides_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,L_siciloides_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,M_edax_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,S_oregonensis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,S_oregonensis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Diaptomidae_immature,1,33,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Temoridae_immature,8,21,38,20,20,24,20,24,26,,,,,,,,,,,,
,,20200629-29-905,Cyclopidae_immature,3,30,21,17,,,,,,,,,,,,,,,,,
,,20200629-29-905,Calanoid_nauplii,208,7,8,15,9,7,7,8,6,10,5,6,6,6,8,5,5,10,15,5,8
,,20200629-29-905,Cyclopoid_nauplii,29,8,9,8,8,8,8,10,7,6,8,6,9,8,9,10,5,7,10,7,7
,,20200629-29-905,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,T_prasinus_mexicanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,S_reighardi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,D_thomasi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,E_carolleeae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,L_siciloides_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,M_edax_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,S_oregonensis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Loose_Copepod_eggs,6,6,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,T_prasinus_mexicanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,S_reighardi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,S_pallidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Asplanchna,81,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Brachionus,47,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Dreissena_veligers,4886,7,7,6,7,7,5,8,6,8,7,6,6,8,6,8,7,7,8,8,7
,,20200629-29-905,Kellicottia,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Keratella,36,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Ploesoma_sp,81,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Polyarthra,906,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Unidentified_Rotifers,1476,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Canthocamptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Canthocamptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Canthocamptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Canthocamptus_nauplii,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Harpacticoid_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,A_harpae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,A_harpae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,A_harpae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Alona_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-29-905,Alona_w_eggs,,,,,,,,,,,,,,,,,,,,,
