Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200604-14-972,20200604-14-972,B_longirostris_w_eggs,10,24,24,20,30,21,23,24,21,23,24,,,,,,,,,,
Sample_date,20200604,20200604-14-972,B_longirostris_wo_eggs,18,14,14,13,14,15,14,14,14,13,25,15,14,22,17,18,16,12,15,,
Sample_site,14-972,20200604-14-972,D_mendotae_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_time,,20200604-14-972,D_mendotae_wo_eggs,3,70,67,52,,,,,,,,,,,,,,,,,
Project,LEPAS,20200604-14-972,D_retrocurva_w_eggs,8,62,71,75,75,73,85,82,70,,,,,,,,,,,,
Water_body,Western Erie,20200604-14-972,D_retrocurva_wo_eggs,101,31,37,40,37,43,38,35,31,35,35,35,32,38,40,39,33,44,34,35,40
Counter_name,CMD,20200604-14-972,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20201030,20200604-14-972,Diaphanosoma_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200604-14-972,B_coregoni_w_eggs,1,29,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200604-14-972,B_coregoni_wo_eggs,5,18,22,29,25,17,,,,,,,,,,,,,,,
Subsampled_vol_mL,8,20200604-14-972,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,1300,20200604-14-972,L_kindti_wo_eggs,1,284,,,,,,,,,,,,,,,,,,,
Meter_1,76216,20200604-14-972,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,76490,20200604-14-972,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,274,20200604-14-972,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,7,20200604-14-972,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,17.7,20200604-14-972,B_longirostris_eggs,47,6,4,1,11,3,4,5,3,6,4,,,,,,,,,,
Bottom_temp,17.1,20200604-14-972,D_mendotae_eggs,,,,,,,,,,,,,,,,,,,,,
Ave_temp,17.4,20200604-14-972,D_retrocurva_eggs,34,2,4,4,1,3,12,4,4,,,,,,,,,,,,
Secchi_depth_m,2.1,20200604-14-972,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,9.06,20200604-14-972,B_coregoni_eggs,3,3,,,,,,,,,,,,,,,,,,,
