Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200812-16-970,20200812-16-970,B_longirostris_w_eggs,5,17,16,17,18,19,,,,,,,,,,,,,,,
Sample_date,20200812,20200812-16-970,B_longirostris_wo_eggs,10,15,15,14,15,15,12,12,15,11,15,,,,,,,,,,
Sample_site,16-970,20200812-16-970,D_mendotae_w_eggs,1,91,,,,,,,,,,,,,,,,,,,
Sample_time,,20200812-16-970,D_mendotae_wo_eggs,7,50,74,33,36,48,57,70,,,,,,,,,,,,,
Project,LEPAS,20200812-16-970,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200812-16-970,D_retrocurva_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200812-16-970,Diaphanosoma_w_eggs,1,41,,,,,,,,,,,,,,,,,,,
Date_counted,20210215,20200812-16-970,Diaphanosoma_wo_eggs,7,18,20,42,21,22,28,21,,,,,,,,,,,,,
Microscope_number,117546,20200812-16-970,B_coregoni_w_eggs,1,30,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200812-16-970,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,7,20200812-16-970,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,3000,20200812-16-970,L_kindti_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_1,91615,20200812-16-970,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,92008,20200812-16-970,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,393,20200812-16-970,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,9.6,20200812-16-970,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,24.2,20200812-16-970,B_longirostris_eggs,11,3,2,2,2,2,,,,,,,,,,,,,,,
Bottom_temp,19.1,20200812-16-970,D_mendotae_eggs,4,4,,,,,,,,,,,,,,,,,,,
Ave_temp,21.65,20200812-16-970,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,2.1,20200812-16-970,Diaphanosoma_eggs,2,2,,,,,,,,,,,,,,,,,,,
Surface_DO,8.15,20200812-16-970,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,0.67,20200812-16-970,L_kindti_eggs,7,7,,,,,,,,,,,,,,,,,,,
Latitude,,20200812-16-970,Loose_Bosmina_eggs,,,,,,,,,,,,,,,,,,,,,
Longitude,,20200812-16-970,Loose_Cladoceran_eggs,1,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200812-16-970,Loose_Daphnia_eggs,,,,,,,,,,,,,,,,,,,,,
Comments,A lot of protozoans in this sample,20200812-16-970,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_minutus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_siciloides_w_eggs,1,49,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_siciloides_wo_eggs,3,47,50,49,,,,,,,,,,,,,,,,,
,,20200812-16-970,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,M_edax_wo_eggs,10,38,37,36,36,37,38,38,39,37,37,,,,,,,,,,
,,20200812-16-970,S_oregonensis_w_eggs,2,59,61,,,,,,,,,,,,,,,,,,
,,20200812-16-970,S_oregonensis_wo_eggs,83,64,61,62,55,55,60,54,55,53,54,53,62,53,58,62,59,55,60,53,58
,,20200812-16-970,Diaptomidae_immature,128,25,31,33,21,33,28,33,20,40,33,35,22,27,29,29,50,32,27,25,29
,,20200812-16-970,Temoridae_immature,3,27,30,28,,,,,,,,,,,,,,,,,
,,20200812-16-970,Cyclopidae_immature,25,25,31,25,24,26,30,20,20,27,25,33,22,26,24,24,21,32,26,18,21
,,20200812-16-970,Calanoid_nauplii,502,7,9,8,8,8,6,7,7,7,8,7,6,7,7,7,10,8,9,8,10
,,20200812-16-970,Cyclopoid_nauplii,24,8,6,7,10,8,6,8,6,7,8,6,8,6,6,8,8,6,8,8,10
,,20200812-16-970,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,T_prasinus_mexicanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,S_reighardi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,D_thomasi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,E_carolleeae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,L_siciloides_eggs,10,10,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,M_edax_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200812-16-970,S_oregonensis_eggs,26,16,10,,,,,,,,,,,,,,,,,,
