Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200825-8-994,20200825-8-994,B_longirostris_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_date,20200825,20200825-8-994,B_longirostris_wo_eggs,2,11,13,,,,,,,,,,,,,,,,,,
Sample_site,8-994,20200825-8-994,D_mendotae_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_time,,20200825-8-994,D_mendotae_wo_eggs,2,36,32,,,,,,,,,,,,,,,,,,
Project,LEPAS,20200825-8-994,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200825-8-994,D_retrocurva_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200825-8-994,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20201211,20200825-8-994,Diaphanosoma_wo_eggs,2,23,22,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200825-8-994,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200825-8-994,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,6,20200825-8-994,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,1500,20200825-8-994,L_kindti_wo_eggs,4,175,167,200,118,,,,,,,,,,,,,,,,
Meter_1,94641,20200825-8-994,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,95048,20200825-8-994,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,407,20200825-8-994,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,13,20200825-8-994,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,24.1,20200825-8-994,B_longirostris_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_temp,22.6,20200825-8-994,D_mendotae_eggs,,,,,,,,,,,,,,,,,,,,,
Ave_temp,23.35,20200825-8-994,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,4,20200825-8-994,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,8.98,20200825-8-994,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,5.53,20200825-8-994,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200825-8-994,Loose_Bosmina_eggs,,,,,,,,,,,,,,,,,,,,,
Longitude,,20200825-8-994,Loose_Cladoceran_eggs,2,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200825-8-994,Loose_Daphnia_eggs,2,,,,,,,,,,,,,,,,,,,,
Comments,"Lots of algae, sample clumpy, bythrotrephes present",20200825-8-994,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-8-994,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-8-994,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-8-994,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-8-994,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-8-994,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-8-994,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200825-8-994,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-8-994,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200825-8-994,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
