Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200618-29-905,20200618-29-905,B_longirostris_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_date,20200618,20200618-29-905,B_longirostris_wo_eggs,6,14,12,21,14,11,15,,,,,,,,,,,,,,
Sample_site,29-905,20200618-29-905,D_mendotae_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_time,,20200618-29-905,D_mendotae_wo_eggs,1,117,,,,,,,,,,,,,,,,,,,
Project,LEPAS,20200618-29-905,D_retrocurva_w_eggs,6,118,125,135,122,107,104,,,,,,,,,,,,,,
Water_body,Western Erie,20200618-29-905,D_retrocurva_wo_eggs,146,46,42,74,70,38,36,104,42,97,104,41,84,49,96,84,56,82,48,54,95
Counter_name,CMD,20200618-29-905,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20201029,20200618-29-905,Diaphanosoma_wo_eggs,2,66,21,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200618-29-905,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200618-29-905,B_coregoni_wo_eggs,2,22,17,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,6,20200618-29-905,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,2000,20200618-29-905,L_kindti_wo_eggs,4,130,127,140,355,,,,,,,,,,,,,,,,
Meter_1,79842,20200618-29-905,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,80064,20200618-29-905,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,222,20200618-29-905,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,9.7,20200618-29-905,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,20.8,20200618-29-905,B_longirostris_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_temp,19,20200618-29-905,D_mendotae_eggs,,,,,,,,,,,,,,,,,,,,,
Ave_temp,19.9,20200618-29-905,D_retrocurva_eggs,21,3,6,4,2,2,4,,,,,,,,,,,,,,
Secchi_depth_m,1.2,20200618-29-905,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,9.29,20200618-29-905,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,7.81,20200618-29-905,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200618-29-905,Loose_Bosmina_eggs,1,,,,,,,,,,,,,,,,,,,,
Longitude,,20200618-29-905,Loose_Cladoceran_eggs,5,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200618-29-905,Loose_Daphnia_eggs,43,,,,,,,,,,,,,,,,,,,,
Comments,"Some microcystis, mostly melosira",20200618-29-905,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_minutus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_siciloides_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_siciloides_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,M_edax_wo_eggs,1,42,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,S_oregonensis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,S_oregonensis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Diaptomidae_immature,1,52,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Temoridae_immature,1,28,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Cyclopidae_immature,6,26,28,16,24,20,16,,,,,,,,,,,,,,
,,20200618-29-905,Calanoid_nauplii,47,7,5,7,9,14,9,8,13,7,14,8,6,12,8,6,7,9,5,8,7
,,20200618-29-905,Cyclopoid_nauplii,4,10,9,7,7,,,,,,,,,,,,,,,,
,,20200618-29-905,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,T_prasinus_mexicanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,S_reighardi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_thomasi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,E_carolleeae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,L_siciloides_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,M_edax_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,S_oregonensis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Loose_Copepod_eggs,2,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,T_prasinus_mexicanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,S_reighardi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,S_pallidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Asplanchna,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Brachionus,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Dreissena_veligers,1696,6,7,6,6,7,7,6,6.5,8,6,6,8,8,6,10,7,7,12,13,13
,,20200618-29-905,Kellicottia,1,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Keratella,18,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Ploesoma_sp,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Polyarthra,18,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Unidentified_Rotifers,520,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Canthocamptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Canthocamptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Canthocamptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Canthocamptus_nauplii,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Harpacticoid_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,A_harpae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,A_harpae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,A_harpae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Alona_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Alona_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Alona_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Alonella_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Alonella_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Alonella_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,B_deitersi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,B_deitersi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,B_deitersi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,B_longimanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,B_longimanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,B_longimanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,C_pengoi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,C_pengoi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,C_pengoi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Camptocercus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Camptocercus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Camptocercus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Ceriodaphnia_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Ceriodaphnia_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Ceriodaphnia_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Chydorids_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Chydorids_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Chydorids_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_ambigua_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_ambigua_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_ambigua_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_laevis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_laevis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_laevis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_longiremis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_longiremis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_longiremis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_lumholtzi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_lumholtzi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_lumholtzi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_rosea_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_rosea_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_rosea_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_schodleri_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_schodleri_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,D_schodleri_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,E_lamellatus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,E_lamellatus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,E_lamellatus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,H_gibberum_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,H_gibberum_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,H_gibberum_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Ilyocryptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Ilyocryptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Ilyocryptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,K_latissima_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,K_latissima_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,K_latissima_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Leydigia_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Leydigia_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Leydigia_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Macrothrix_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Macrothrix_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Macrothrix_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Moina_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Moina_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Moina_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Pleuroxus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Pleuroxus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Pleuroxus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-29-905,Rare_Cladoceran_eggs,,,,,,,,,,,,,,,,,,,,,
