Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200803-3-996,20200803-3-996,B_longirostris_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_date,20200803,20200803-3-996,B_longirostris_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_site,3-996,20200803-3-996,D_mendotae_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_time,,20200803-3-996,D_mendotae_wo_eggs,6,28,43,30,30,33,32,,,,,,,,,,,,,,
Project,LEPAS,20200803-3-996,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200803-3-996,D_retrocurva_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200803-3-996,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20210304,20200803-3-996,Diaphanosoma_wo_eggs,4,28,22,24,24,,,,,,,,,,,,,,,,
Microscope_number,117546,20200803-3-996,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200803-3-996,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,11,20200803-3-996,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,2000,20200803-3-996,L_kindti_wo_eggs,9,125,130,131,98,223,118,122,190,146,,,,,,,,,,,
Meter_1,86928,20200803-3-996,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,87178,20200803-3-996,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,250,20200803-3-996,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,8.4,20200803-3-996,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,24.3,20200803-3-996,B_longirostris_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_temp,24.3,20200803-3-996,D_mendotae_eggs,,,,,,,,,,,,,,,,,,,,,
Ave_temp,24.3,20200803-3-996,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,1.8,20200803-3-996,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,8.17,20200803-3-996,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,7.81,20200803-3-996,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200803-3-996,Loose_Bosmina_eggs,,,,,,,,,,,,,,,,,,,,,
Longitude,,20200803-3-996,Loose_Cladoceran_eggs,1,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200803-3-996,Loose_Daphnia_eggs,,,,,,,,,,,,,,,,,,,,,
Comments,"Lots of filamentous algae, diatoms",20200803-3-996,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,L_minutus_wo_eggs,2,44,44,,,,,,,,,,,,,,,,,,
,,20200803-3-996,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,L_siciloides_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,L_siciloides_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,M_edax_wo_eggs,22,37,38,42,37,51,37,56,38,54,40,39,48,40,37,56,36,36,40,39,40
,,20200803-3-996,S_oregonensis_w_eggs,6,58,61,59,60,60,59,,,,,,,,,,,,,,
,,20200803-3-996,S_oregonensis_wo_eggs,79,54,52,52,46,53,54,61,53,59,53,53,54,62,55,57,64,52,60,58,53
,,20200803-3-996,Diaptomidae_immature,151,46,28,21,35,44,31,48,19,28,28,28,18,34,43,47,23,28,34,29,22
,,20200803-3-996,Temoridae_immature,3,30,33,28,,,,,,,,,,,,,,,,,
,,20200803-3-996,Cyclopidae_immature,64,27,25,31,23,21,34,32,26,25,25,27,29,28,31,28,25,28,30,22,21
,,20200803-3-996,Calanoid_nauplii,514,12,14,8,15,10,6,9,8,8,6,7,9,13,10,12,11,8,9,12,9
,,20200803-3-996,Cyclopoid_nauplii,13,8,10,8,8,13,8,8,7,10,7,8,10,7,,,,,,,
,,20200803-3-996,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,T_prasinus_mexicanus_wo_eggs,1,24,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,S_reighardi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200803-3-996,D_thomasi_eggs,,,,,,,,,,,,,,,,,,,,,
