Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200604-29-905,20200604-29-905,B_longirostris_w_eggs,2,28,19,,,,,,,,,,,,,,,,,,
Sample_date,20200604,20200604-29-905,B_longirostris_wo_eggs,12,15,14,14,13,18,16,16,15,20,15,11,13,,,,,,,,
Sample_site,29-905,20200604-29-905,D_mendotae_w_eggs,1,102,,,,,,,,,,,,,,,,,,,
Sample_time,,20200604-29-905,D_mendotae_wo_eggs,3,37,79,37,,,,,,,,,,,,,,,,,
Project,LEPAS,20200604-29-905,D_retrocurva_w_eggs,15,77,94,107,95,100,89,87,83,80,85,86,103,90,67,90,,,,,
Water_body,Western Erie,20200604-29-905,D_retrocurva_wo_eggs,117,60,45,40,38,35,47,71,40,47,62,52,54,54,40,36,50,46,48,42,45
Counter_name,CMD,20200604-29-905,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20201112,20200604-29-905,Diaphanosoma_wo_eggs,1,21,,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200604-29-905,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200604-29-905,B_coregoni_wo_eggs,4,17,17,18,18,,,,,,,,,,,,,,,,
Subsampled_vol_mL,8,20200604-29-905,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,1300,20200604-29-905,L_kindti_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_1,77175,20200604-29-905,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,77443,20200604-29-905,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,268,20200604-29-905,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,9.7,20200604-29-905,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,18.8,20200604-29-905,B_longirostris_eggs,13,11,2,,,,,,,,,,,,,,,,,,
Bottom_temp,14.4,20200604-29-905,D_mendotae_eggs,13,13,,,,,,,,,,,,,,,,,,,
Ave_temp,16.6,20200604-29-905,D_retrocurva_eggs,104,3,9,14,9,12,7,4,6,6,8,2,7,7,2,8,,,,,
Secchi_depth_m,2.4,20200604-29-905,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,9.72,20200604-29-905,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,8.34,20200604-29-905,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200604-29-905,Loose_Bosmina_eggs,,,,,,,,,,,,,,,,,,,,,
Longitude,,20200604-29-905,Loose_Cladoceran_eggs,5,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200604-29-905,Loose_Daphnia_eggs,8,,,,,,,,,,,,,,,,,,,,
Comments,,20200604-29-905,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,A_vernalis_wo_eggs,1,38,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,D_thomasi_wo_eggs,2,49,41,,,,,,,,,,,,,,,,,,
,,20200604-29-905,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,E_carolleeae_wo_eggs,1,52,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_minutus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_siciloides_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_siciloides_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,M_edax_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,S_oregonensis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,S_oregonensis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Diaptomidae_immature,2,18,26,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Temoridae_immature,1,29,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Cyclopidae_immature,6,21,30,26,13,26,23,,,,,,,,,,,,,,
,,20200604-29-905,Calanoid_nauplii,50,5,7,9,8,12,7,9,12,6.5,6,7,12,6,7.5,9,9,8,8,10,7
,,20200604-29-905,Cyclopoid_nauplii,12,6,8,9,6,6,6,10,6,11,8,8,8,,,,,,,,
,,20200604-29-905,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,T_prasinus_mexicanus_wo_eggs,1,25,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,S_reighardi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,D_thomasi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,E_carolleeae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,L_siciloides_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,M_edax_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,S_oregonensis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Loose_Copepod_eggs,28,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,T_prasinus_mexicanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,S_reighardi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,S_pallidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Asplanchna,56,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Brachionus,6,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Dreissena_veligers,3283,5.5,6,6,5,6,6,6.5,6,6,7,7,6,5,6,7,5,6,6,6,6
,,20200604-29-905,Kellicottia,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Keratella,328,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Ploesoma_sp,4,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Polyarthra,154,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Unidentified_Rotifers,366,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Canthocamptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Canthocamptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Canthocamptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Canthocamptus_nauplii,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Harpacticoid_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,A_harpae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,A_harpae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,A_harpae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Alona_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Alona_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Alona_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Alonella_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Alonella_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,Alonella_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,B_deitersi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,B_deitersi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,B_deitersi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200604-29-905,B_longimanus_eggs,,,,,,,,,,,,,,,,,,,,,
