Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200618-14-972,20200618-14-972,B_longirostris_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_date,20200618,20200618-14-972,B_longirostris_wo_eggs,3,15,16,17,,,,,,,,,,,,,,,,,
Sample_site,14-972,20200618-14-972,D_mendotae_w_eggs,2,96,106,,,,,,,,,,,,,,,,,,
Sample_time,,20200618-14-972,D_mendotae_wo_eggs,129,52,59,45,100,42,43,46,40,46,42,55,55,52,96,71,54,75,65,55,45
Project,LEPAS,20200618-14-972,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200618-14-972,D_retrocurva_wo_eggs,91,55,40,52,39,38,43,62,42,42,54,45,38,46,38,90,41,66,42,42,46
Counter_name,CMD,20200618-14-972,Diaphanosoma_w_eggs,1,58,,,,,,,,,,,,,,,,,,,
Date_counted,20201210,20200618-14-972,Diaphanosoma_wo_eggs,2,32,35,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200618-14-972,B_coregoni_w_eggs,2,28,32,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200618-14-972,B_coregoni_wo_eggs,30,27,18,29,20,18,19,20,30,29,20,24,23,21,18,17,18,18,29,18,20
Subsampled_vol_mL,13,20200618-14-972,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,1000,20200618-14-972,L_kindti_wo_eggs,2,195,135,,,,,,,,,,,,,,,,,,
Meter_1,78932,20200618-14-972,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,79096,20200618-14-972,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,164,20200618-14-972,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,7.1,20200618-14-972,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,19.8,20200618-14-972,B_longirostris_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_temp,18.7,20200618-14-972,D_mendotae_eggs,3,2,1,,,,,,,,,,,,,,,,,,
Ave_temp,19.25,20200618-14-972,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,2.4,20200618-14-972,Diaphanosoma_eggs,2,2,,,,,,,,,,,,,,,,,,,
Surface_DO,8.9,20200618-14-972,B_coregoni_eggs,4,2,2,,,,,,,,,,,,,,,,,,
Bottom_DO,7.89,20200618-14-972,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200618-14-972,Loose_Bosmina_eggs,,,,,,,,,,,,,,,,,,,,,
Longitude,,20200618-14-972,Loose_Cladoceran_eggs,9,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200618-14-972,Loose_Daphnia_eggs,1,,,,,,,,,,,,,,,,,,,,
Comments,Leptodora present,20200618-14-972,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200618-14-972,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
