Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200629-8-994,20200629-8-994,B_longirostris_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_date,20200629,20200629-8-994,B_longirostris_wo_eggs,1,13,,,,,,,,,,,,,,,,,,,
Sample_site,8-994,20200629-8-994,D_mendotae_w_eggs,14,140,127,137,134,129,138,150,125,123,132,125,140,127,131,,,,,,
Sample_time,,20200629-8-994,D_mendotae_wo_eggs,22,88,129,113,119,92,122,35,50,33,112,117,85,91,38,80,112,121,112,97,97
Project,LEPAS,20200629-8-994,D_retrocurva_w_eggs,,,,,,,,,,,,,,,,,,,,,
Water_body,Western Erie,20200629-8-994,D_retrocurva_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Counter_name,CMD,20200629-8-994,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20201130,20200629-8-994,Diaphanosoma_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200629-8-994,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200629-8-994,B_coregoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,24,20200629-8-994,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,2000,20200629-8-994,L_kindti_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_1,81101,20200629-8-994,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,81637,20200629-8-994,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,536,20200629-8-994,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,13.4,20200629-8-994,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,22.5,20200629-8-994,B_longirostris_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_temp,17.4,20200629-8-994,D_mendotae_eggs,88,10,3,8,4,1,12,4,1,1,12,3,10,11,8,,,,,,
Ave_temp,19.95,20200629-8-994,D_retrocurva_eggs,,,,,,,,,,,,,,,,,,,,,
Secchi_depth_m,5.2,20200629-8-994,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,9.2,20200629-8-994,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,3.83,20200629-8-994,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200629-8-994,Loose_Bosmina_eggs,,,,,,,,,,,,,,,,,,,,,
Longitude,,20200629-8-994,Loose_Cladoceran_eggs,,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200629-8-994,Loose_Daphnia_eggs,23,,,,,,,,,,,,,,,,,,,,
Comments,Lots of ceratium and fragilaria; some microcystis,20200629-8-994,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,D_thomasi_wo_eggs,1,40,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,E_lacustris,1,50,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,E_carolleeae_wo_eggs,1,45,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,L_minutus_wo_eggs,2,43,32,,,,,,,,,,,,,,,,,,
,,20200629-8-994,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,L_sicilis_wo_eggs,1,60,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,L_siciloides_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,L_siciloides_wo_eggs,2,54,50,,,,,,,,,,,,,,,,,,
,,20200629-8-994,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,M_edax_wo_eggs,2,39,34,,,,,,,,,,,,,,,,,,
,,20200629-8-994,S_oregonensis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200629-8-994,S_oregonensis_wo_eggs,3,60,55,52,,,,,,,,,,,,,,,,,
,,20200629-8-994,Diaptomidae_immature,95,18,29,35,18,20,29,24,32,28,26,25,20,19,23,19,23,26,25,20,27
,,20200629-8-994,Temoridae_immature,46,18,28,32,21,27,20,22,23,25,25,23,19,26,19,18,16,24,15,15,19
,,20200629-8-994,Cyclopidae_immature,111,16,17,22,16,23,16,19,17,22,24,20,23,30,22,18,16,24,15,15,19
