Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
Sample_ID,20200714-29-905,20200714-29-905,B_longirostris_w_eggs,11,16,15,17,16,15,18,17,1,17,16,19,,,,,,,,,
Sample_date,20200714,20200714-29-905,B_longirostris_wo_eggs,27,15.5,12,13,12,15,12,12,15,12,12,12,18,12,14,14,17,11,18,18,15
Sample_site,29-905,20200714-29-905,D_mendotae_w_eggs,,,,,,,,,,,,,,,,,,,,,
Sample_time,,20200714-29-905,D_mendotae_wo_eggs,4,56,115,26,151,,,,,,,,,,,,,,,,
Project,LEPAS,20200714-29-905,D_retrocurva_w_eggs,9,55,62,60,61,58,62,60,73,60,,,,,,,,,,,
Water_body,Western Erie,20200714-29-905,D_retrocurva_wo_eggs,154,31,27,65,41,31,43,55,30,70,60,32,35,29,26,62,49,48,45,42,46
Counter_name,CMD,20200714-29-905,Diaphanosoma_w_eggs,,,,,,,,,,,,,,,,,,,,,
Date_counted,20201022,20200714-29-905,Diaphanosoma_wo_eggs,1,28,,,,,,,,,,,,,,,,,,,
Microscope_number,117546,20200714-29-905,B_coregoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
mm_per_ocular_unit,0.0185,20200714-29-905,B_coregoni_wo_eggs,1,15,,,,,,,,,,,,,,,,,,,
Subsampled_vol_mL,7,20200714-29-905,L_kindti_w_eggs,,,,,,,,,,,,,,,,,,,,,
Diluted_vol_mL,300,20200714-29-905,L_kindti_wo_eggs,11,134,180,157,224,196,135,125,147,134,175,124,,,,,,,,,
Meter_1,85566,20200714-29-905,D_pulex_w_eggs,,,,,,,,,,,,,,,,,,,,,
Meter_2,85893,20200714-29-905,D_pulex_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Revolutions,327,20200714-29-905,D_parvula_w_eggs,,,,,,,,,,,,,,,,,,,,,
Depth_m,9.7,20200714-29-905,D_parvula_wo_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_temp,25.6,20200714-29-905,B_longirostris_eggs,17,2,2,2,1,1,1,2,2,1,1,2,,,,,,,,,
Bottom_temp,24.3,20200714-29-905,D_mendotae_eggs,,,,,,,,,,,,,,,,,,,,,
Ave_temp,24.95,20200714-29-905,D_retrocurva_eggs,21,1,2,3,4,1,2,2,4,2,,,,,,,,,,,
Secchi_depth_m,3,20200714-29-905,Diaphanosoma_eggs,,,,,,,,,,,,,,,,,,,,,
Surface_DO,8.7,20200714-29-905,B_coregoni_eggs,,,,,,,,,,,,,,,,,,,,,
Bottom_DO,6.8,20200714-29-905,L_kindti_eggs,,,,,,,,,,,,,,,,,,,,,
Latitude,,20200714-29-905,Loose_Bosmina_eggs,4,,,,,,,,,,,,,,,,,,,,
Longitude,,20200714-29-905,Loose_Cladoceran_eggs,7,,,,,,,,,,,,,,,,,,,,
Net_diameter_m,0.5,20200714-29-905,Loose_Daphnia_eggs,3,,,,,,,,,,,,,,,,,,,,
Comments,"Some microcystis, lots of pediastrum, filamentous diatoms",20200714-29-905,D_parvula_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,D_pulex_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,A_vernalis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,A_vernalis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,D_thomasi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,D_thomasi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,E_lacustris,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,E_carolleeae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,E_carolleeae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,L_ashlandi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,L_ashlandi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,L_minutus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,L_minutus_wo_eggs,5,44,41,41,44,38,,,,,,,,,,,,,,,
,,20200714-29-905,L_sicilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,L_sicilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,L_siciloides_w_eggs,1,50,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,L_siciloides_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,M_edax_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,M_edax_wo_eggs,2,42,40,,,,,,,,,,,,,,,,,,
,,20200714-29-905,S_oregonensis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,S_oregonensis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,Diaptomidae_immature,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,Temoridae_immature,20,20,26,26,20,28,25,29,24,21,22,20,25,25,30,26,26,20,27,24,18
,,20200714-29-905,Cyclopidae_immature,51,17,17,15,24,17,20,18,17,18,18,22,17,17,19,15,18,29,16,14,26
,,20200714-29-905,Calanoid_nauplii,294,10,9,10,12,7,8,8,6,7,9,7,6,6,5,7,9,11,8,6,6
,,20200714-29-905,Cyclopoid_nauplii,10,6,9,8,7,7,5,5,7,6.5,8,,,,,,,,,,
,,20200714-29-905,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,T_prasinus_mexicanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,S_reighardi_wo_eggs,1,48,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,D_thomasi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,E_carolleeae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,L_siciloides_eggs,6,6,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,M_edax_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,S_oregonensis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,Loose_Copepod_eggs,3,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,T_prasinus_mexicanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,S_reighardi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,S_pallidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,Asplanchna,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,Brachionus,2,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,Dreissena_veligers,2047,5,7,8,6,8,8,5,8,6,6,6,6,6,5,6,6,7,7,6,8
,,20200714-29-905,Kellicottia,,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,Keratella,7,,,,,,,,,,,,,,,,,,,,
,,20200714-29-905,Ploesoma_sp,2,,,,,,,,,,,,,,,,,,,,
